GEO.id,GEO.id2,GEO.display-label,HC01_VC11,HC02_VC11,HC03_VC11,HC04_VC11,HC01_VC12,HC02_VC12,HC03_VC12,HC04_VC12,HC01_VC74,HC02_VC74,HC03_VC74,HC04_VC74,HC01_VC75,HC02_VC75,HC03_VC75,HC04_VC75,HC01_VC76,HC02_VC76,HC03_VC76,HC04_VC76,HC01_VC77,HC02_VC77,HC03_VC77,HC04_VC77,HC01_VC78,HC02_VC78,HC03_VC78,HC04_VC78,HC01_VC79,HC02_VC79,HC03_VC79,HC04_VC79,HC01_VC80,HC02_VC80,HC03_VC80,HC04_VC80,HC01_VC81,HC02_VC81,HC03_VC81,HC04_VC81,HC01_VC82,HC02_VC82,HC03_VC82,HC04_VC82,HC01_VC83,HC02_VC83,HC03_VC83,HC04_VC83,HC01_VC84,HC02_VC84,HC03_VC84,HC04_VC84,HC01_VC85,HC02_VC85,HC03_VC85,HC04_VC85,HC01_VC86,HC02_VC86,HC03_VC86,HC04_VC86,HC01_VC89,HC02_VC89,HC03_VC89,HC04_VC89,HC01_VC90,HC02_VC90,HC03_VC90,HC04_VC90,HC01_VC118,HC02_VC118,HC03_VC118,HC04_VC118,HC01_VC171,HC02_VC171,HC03_VC171,HC04_VC171
8600000US11776,11776,ZCTA5 11776,14082,1071,14082,(X),(X),(X),7.8,2.7,8115,318,8115,(X),305,116,3.8,1.4,183,79,2.3,1.0,637,230,7.8,2.8,315,158,3.9,2.0,541,156,6.7,1.9,1076,253,13.3,3.1,1419,299,17.5,3.6,1909,274,23.5,3.2,830,176,10.2,2.2,900,277,11.1,3.3,92280,5963,(X),(X),105650,7306,(X),(X),6639,363,81.8,2.7,106494,8822,(X),(X),33826,2436,(X),(X),(X),(X),8.7,3.4
8600000US11777,11777,ZCTA5 11777,4815,294,4815,(X),(X),(X),5.9,2.8,3596,148,3596,(X),93,37,2.6,1.0,75,43,2.1,1.2,175,87,4.9,2.4,142,68,3.9,1.8,199,68,5.5,1.9,478,121,13.3,3.4,423,129,11.8,3.7,796,148,22.1,4.0,470,106,13.1,2.9,745,128,20.7,3.4,112660,9184,(X),(X),145072,9967,(X),(X),3039,160,84.5,3.0,132057,11129,(X),(X),58483,4482,(X),(X),(X),(X),5.1,1.6
8600000US11778,11778,ZCTA5 11778,6863,483,6863,(X),(X),(X),10.1,3.5,4268,223,4268,(X),134,114,3.1,2.7,64,42,1.5,1.0,374,156,8.8,3.6,93,50,2.2,1.2,356,135,8.3,3.1,616,184,14.4,4.1,792,205,18.6,4.7,1129,194,26.5,4.6,444,122,10.4,2.7,266,77,6.2,1.8,90658,6261,(X),(X),100827,8429,(X),(X),3534,206,82.8,4.0,102936,8672,(X),(X),35556,3191,(X),(X),(X),(X),5.8,3.4
8600000US11779,11779,ZCTA5 11779,20673,707,20673,(X),(X),(X),7.5,1.0,12954,272,12954,(X),397,123,3.1,0.9,473,131,3.7,1.0,909,169,7.0,1.3,758,141,5.9,1.1,927,164,7.2,1.3,1861,269,14.4,2.1,2328,292,18.0,2.2,2988,283,23.1,2.1,1427,214,11.0,1.7,886,192,6.8,1.5,85972,3436,(X),(X),95679,3418,(X),(X),10666,340,82.3,1.9,96812,3989,(X),(X),33839,1270,(X),(X),(X),(X),5.6,0.9
8600000US11780,11780,ZCTA5 11780,7749,418,7749,(X),(X),(X),4.9,1.5,5213,171,5213,(X),175,66,3.4,1.2,135,70,2.6,1.3,285,102,5.5,1.9,238,80,4.6,1.5,384,97,7.4,1.9,627,118,12.0,2.2,635,127,12.2,2.5,932,140,17.9,2.7,791,127,15.2,2.4,1011,139,19.4,2.5,107170,6431,(X),(X),145996,9267,(X),(X),3986,193,76.5,2.3,152305,11667,(X),(X),50390,3240,(X),(X),(X),(X),3.9,1.2
8600000US11782,11782,ZCTA5 11782,8081,383,8081,(X),(X),(X),5.3,1.6,5421,143,5421,(X),135,56,2.5,1.0,97,46,1.8,0.8,278,77,5.1,1.4,249,84,4.6,1.5,409,96,7.5,1.8,487,102,9.0,1.9,767,151,14.1,2.8,1180,147,21.8,2.7,897,148,16.5,2.7,922,131,17.0,2.3,110869,6836,(X),(X),128903,6616,(X),(X),4279,167,78.9,2.5,131807,7908,(X),(X),46510,2373,(X),(X),(X),(X),2.5,1.1
8600000US11783,11783,ZCTA5 11783,11518,584,11518,(X),(X),(X),5.9,1.5,7102,145,7102,(X),121,64,1.7,0.9,114,57,1.6,0.8,194,72,2.7,1.0,227,76,3.2,1.1,611,157,8.6,2.2,866,184,12.2,2.6,1125,202,15.8,2.9,1732,234,24.4,3.2,1032,149,14.5,2.1,1080,165,15.2,2.3,105915,6069,(X),(X),122222,4514,(X),(X),5810,196,81.8,2.5,122484,5568,(X),(X),41306,1552,(X),(X),(X),(X),2.6,1.1
8600000US11784,11784,ZCTA5 11784,14277,782,14277,(X),(X),(X),7.0,1.6,8039,326,8039,(X),286,111,3.6,1.4,225,118,2.8,1.5,484,165,6.0,2.0,427,150,5.3,1.9,620,175,7.7,2.2,1133,240,14.1,2.9,1560,229,19.4,2.7,2029,278,25.2,3.2,988,204,12.3,2.5,287,96,3.6,1.2,89699,4310,(X),(X),93273,3724,(X),(X),6881,323,85.6,2.2,92411,3347,(X),(X),29377,1222,(X),(X),(X),(X),6.8,1.7
8600000US11786,11786,ZCTA5 11786,3365,341,3365,(X),(X),(X),7.1,2.4,1886,132,1886,(X),28,24,1.5,1.3,21,20,1.1,1.1,13,16,0.7,0.8,39,37,2.1,2.0,116,57,6.2,2.9,148,54,7.8,2.9,259,70,13.7,3.5,560,109,29.7,6.1,362,98,19.2,4.7,340,98,18.0,4.8,121875,13427,(X),(X),136323,8858,(X),(X),1677,129,88.9,3.3,124376,11057,(X),(X),43013,2933,(X),(X),(X),(X),2.9,1.2
8600000US11787,11787,ZCTA5 11787,18542,748,18542,(X),(X),(X),6.1,1.1,11926,357,11926,(X),260,112,2.2,0.9,269,109,2.3,0.9,653,151,5.5,1.2,576,137,4.8,1.1,620,142,5.2,1.2,1457,203,12.2,1.7,1204,170,10.1,1.4,2983,290,25.0,2.3,1919,239,16.1,2.0,1985,236,16.6,2.0,111961,5774,(X),(X),129847,6406,(X),(X),9521,350,79.8,1.7,133313,6315,(X),(X),44489,2233,(X),(X),(X),(X),3.7,1.2
8600000US11788,11788,ZCTA5 11788,8432,476,8432,(X),(X),(X),4.6,1.1,5560,160,5560,(X),101,64,1.8,1.1,57,40,1.0,0.7,203,75,3.7,1.4,288,94,5.2,1.7,631,130,11.3,2.3,753,137,13.5,2.4,671,146,12.1,2.6,1448,169,26.0,3.0,666,134,12.0,2.4,742,121,13.3,2.1,105019,9503,(X),(X),117103,6394,(X),(X),4554,181,81.9,2.1,113553,5448,(X),(X),41415,2324,(X),(X),(X),(X),3.0,1.4
8600000US11789,11789,ZCTA5 11789,4670,462,4670,(X),(X),(X),6.5,3.1,2728,180,2728,(X),51,36,1.9,1.3,68,65,2.5,2.4,102,61,3.7,2.2,166,93,6.1,3.4,333,115,12.2,4.3,431,130,15.8,4.7,415,179,15.2,6.3,541,172,19.8,6.3,380,130,13.9,4.7,241,116,8.8,4.2,87955,18350,(X),(X),101588,8391,(X),(X),2392,197,87.7,3.8,101998,9225,(X),(X),34884,3138,(X),(X),(X),(X),5.4,4.0
8600000US11790,11790,ZCTA5 11790,8941,568,8941,(X),(X),(X),7.5,1.6,4702,174,4702,(X),120,63,2.6,1.3,57,56,1.2,1.2,204,98,4.3,2.0,118,72,2.5,1.5,303,104,6.4,2.2,333,132,7.1,2.7,495,131,10.5,2.9,993,207,21.1,4.5,795,182,16.9,3.8,1284,219,27.3,4.5,134536,11390,(X),(X),156905,14509,(X),(X),3798,199,80.8,3.4,154048,16630,(X),(X),40578,3569,(X),(X),(X),(X),6.9,2.9
8600000US11791,11791,ZCTA5 11791,12275,456,12275,(X),(X),(X),4.4,0.9,8119,165,8119,(X),289,102,3.6,1.2,131,51,1.6,0.6,184,78,2.3,1.0,283,83,3.5,1.0,308,92,3.8,1.1,627,122,7.7,1.5,690,123,8.5,1.5,1513,181,18.6,2.2,1208,174,14.9,2.1,2886,227,35.5,2.8,151627,8881,(X),(X),209146,10344,(X),(X),6824,188,84.0,1.7,205108,10500,(X),(X),68065,3352,(X),(X),(X),(X),4.5,1.1
8600000US11792,11792,ZCTA5 11792,4619,639,4619,(X),(X),(X),2.5,1.4,3077,206,3077,(X),142,115,4.6,3.7,0,16,0.0,1.0,122,71,4.0,2.3,186,102,6.0,3.3,142,108,4.6,3.5,268,123,8.7,3.9,234,106,7.6,3.5,810,202,26.3,6.2,629,176,20.4,5.8,544,187,17.7,5.6,120997,15203,(X),(X),133224,13717,(X),(X),2527,228,82.1,5.4,133918,14659,(X),(X),46990,4211,(X),(X),(X),(X),3.8,2.5
8600000US11793,11793,ZCTA5 11793,16706,722,16706,(X),(X),(X),4.6,1.0,10414,227,10414,(X),179,68,1.7,0.7,236,84,2.3,0.8,342,120,3.3,1.1,439,119,4.2,1.1,721,164,6.9,1.6,1245,196,12.0,1.9,1368,223,13.1,2.1,2193,233,21.1,2.1,1639,225,15.7,2.1,2052,246,19.7,2.3,113481,5292,(X),(X),137839,7871,(X),(X),8620,262,82.8,1.8,132973,6965,(X),(X),45565,2598,(X),(X),(X),(X),2.3,0.7
8600000US11794,11794,ZCTA5 11794,1024,145,1024,(X),(X),(X),14.4,5.6,0,11,0,(X),0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,-,**,(X),(X),-,**,(X),(X),0,11,-,**,-,**,(X),(X),4961,3138,(X),(X),(X),(X),-,**
8600000US11795,11795,ZCTA5 11795,13918,573,13918,(X),(X),(X),5.1,1.0,7997,155,7997,(X),163,57,2.0,0.7,102,54,1.3,0.7,353,103,4.4,1.3,401,108,5.0,1.3,569,123,7.1,1.5,947,173,11.8,2.1,961,157,12.0,2.0,1926,193,24.1,2.3,1327,171,16.6,2.1,1248,188,15.6,2.3,110815,4568,(X),(X),124830,5270,(X),(X),6625,194,82.8,1.9,127157,5744,(X),(X),41270,1618,(X),(X),(X),(X),3.8,1.2
8600000US11796,11796,ZCTA5 11796,2016,290,2016,(X),(X),(X),13.6,6.6,1253,98,1253,(X),17,12,1.4,0.9,21,18,1.7,1.4,44,32,3.5,2.5,48,31,3.8,2.4,142,67,11.3,5.2,149,50,11.9,3.9,186,80,14.8,6.5,239,103,19.1,7.8,183,63,14.6,4.9,224,66,17.9,5.3,104236,15223,(X),(X),118922,9321,(X),(X),1021,96,81.5,4.5,122011,10752,(X),(X),39854,3432,(X),(X),(X),(X),3.0,1.5
8600000US11797,11797,ZCTA5 11797,3965,283,3965,(X),(X),(X),3.7,1.6,3001,114,3001,(X),118,63,3.9,2.1,45,40,1.5,1.3,232,82,7.7,2.6,77,31,2.6,1.0,153,63,5.1,2.1,248,77,8.3,2.6,134,56,4.5,1.9,444,122,14.8,4.0,196,68,6.5,2.2,1354,132,45.1,4.3,157216,21006,(X),(X),233281,24986,(X),(X),2254,136,75.1,3.8,261584,26569,(X),(X),83493,7922,(X),(X),(X),(X),3.9,2.0
8600000US11798,11798,ZCTA5 11798,7962,572,7962,(X),(X),(X),9.5,2.6,3970,174,3970,(X),211,92,5.3,2.3,57,35,1.4,0.9,377,126,9.5,3.2,211,66,5.3,1.6,544,120,13.7,3.0,669,141,16.9,3.4,563,117,14.2,2.9,837,147,21.1,3.5,286,81,7.2,2.1,215,73,5.4,1.8,70343,8952,(X),(X),84621,5641,(X),(X),3319,199,83.6,3.2,86324,6443,(X),(X),22968,1523,(X),(X),(X),(X),14.5,2.8
8600000US11801,11801,ZCTA5 11801,22327,1049,22327,(X),(X),(X),6.1,1.2,12796,259,12796,(X),272,100,2.1,0.8,199,82,1.6,0.6,806,175,6.3,1.4,792,180,6.2,1.4,1051,204,8.2,1.6,1624,312,12.7,2.4,1970,307,15.4,2.3,2980,246,23.3,1.9,1491,247,11.7,1.9,1611,237,12.6,1.8,93759,4058,(X),(X),112040,5212,(X),(X),10482,327,81.9,2.0,110995,6062,(X),(X),37052,1531,(X),(X),(X),(X),4.4,1.2
8600000US11803,11803,ZCTA5 11803,14569,472,14569,(X),(X),(X),4.3,0.9,9543,164,9543,(X),198,84,2.1,0.9,117,55,1.2,0.6,363,94,3.8,1.0,382,126,4.0,1.3,547,158,5.7,1.7,1116,179,11.7,1.9,993,155,10.4,1.6,1929,231,20.2,2.4,1688,199,17.7,2.1,2210,198,23.2,2.1,126536,5143,(X),(X),146607,5780,(X),(X),7669,209,80.4,1.8,147119,6437,(X),(X),50020,1977,(X),(X),(X),(X),2.6,0.9
8600000US11804,11804,ZCTA5 11804,2516,208,2516,(X),(X),(X),4.3,1.9,1666,79,1666,(X),27,24,1.6,1.4,49,32,2.9,1.9,148,52,8.9,3.1,59,38,3.5,2.3,109,47,6.5,2.9,198,75,11.9,4.5,114,62,6.8,3.7,326,84,19.6,4.9,196,58,11.8,3.5,440,105,26.4,5.8,118900,17146,(X),(X),145005,18417,(X),(X),1290,88,77.4,4.0,162565,23702,(X),(X),51712,6783,(X),(X),(X),(X),2.6,1.6
8600000US11901,11901,ZCTA5 11901,13231,1093,13231,(X),(X),(X),7.5,2.2,9911,498,9911,(X),724,258,7.3,2.5,460,198,4.6,1.9,981,267,9.9,2.6,1132,316,11.4,3.0,1272,337,12.8,3.4,1665,291,16.8,3.0,1205,278,12.2,2.8,1178,264,11.9,2.7,689,221,7.0,2.2,605,225,6.1,2.2,55450,4844,(X),(X),74287,6004,(X),(X),6873,476,69.3,4.0,79559,6994,(X),(X),26164,2131,(X),(X),(X),(X),12.8,4.3
8600000US11930,11930,ZCTA5 11930,731,237,731,(X),(X),(X),0.0,4.0,599,133,599,(X),27,28,4.5,4.6,41,34,6.8,5.6,46,39,7.7,6.2,22,15,3.7,2.5,60,36,10.0,5.8,76,53,12.7,8.3,54,39,9.0,6.4,110,65,18.4,9.9,44,30,7.3,5.0,119,53,19.9,7.8,86083,27069,(X),(X),129155,22495,(X),(X),426,120,71.1,10.6,111451,28633,(X),(X),54746,8552,(X),(X),(X),(X),4.7,3.3
8600000US11931,11931,ZCTA5 11931,34,56,34,(X),(X),(X),0.0,48.9,17,28,17,(X),0,11,0.0,69.1,0,11,0.0,69.1,0,11,0.0,69.1,0,11,0.0,69.1,0,11,0.0,69.1,0,11,0.0,69.1,0,11,0.0,69.1,17,28,100.0,69.1,0,11,0.0,69.1,0,11,0.0,69.1,-,**,(X),(X),N,N,N,N,17,28,100.0,69.1,N,N,N,N,N,N,N,N,(X),(X),0.0,48.9
8600000US11932,11932,ZCTA5 11932,445,167,445,(X),(X),(X),4.0,4.4,425,105,425,(X),22,22,5.2,5.3,10,9,2.4,2.1,18,20,4.2,4.7,27,21,6.4,5.3,44,34,10.4,7.2,112,52,26.4,9.9,38,28,8.9,6.1,47,30,11.1,6.6,62,39,14.6,8.4,45,27,10.6,5.9,70461,14933,(X),(X),126195,42897,(X),(X),285,91,67.1,10.6,70745,19345,(X),(X),60841,23036,(X),(X),(X),(X),4.0,3.1
8600000US11933,11933,ZCTA5 11933,3079,549,3079,(X),(X),(X),8.8,3.5,2574,307,2574,(X),63,49,2.4,1.9,148,106,5.7,4.0,202,124,7.8,4.7,295,158,11.5,5.7,391,152,15.2,5.7,437,129,17.0,5.1,258,106,10.0,3.9,382,125,14.8,4.5,219,104,8.5,3.9,179,88,7.0,3.3,59605,11719,(X),(X),85860,9749,(X),(X),1679,287,65.2,6.1,96392,14988,(X),(X),35786,3654,(X),(X),(X),(X),5.4,3.0
8600000US11934,11934,ZCTA5 11934,3828,492,3828,(X),(X),(X),5.8,2.5,2439,182,2439,(X),31,40,1.3,1.6,112,96,4.6,3.9,74,51,3.0,2.1,160,95,6.6,3.8,224,85,9.2,3.4,343,111,14.1,4.5,431,168,17.7,6.7,574,182,23.5,7.0,196,87,8.0,3.6,294,138,12.1,5.7,90080,10664,(X),(X),111827,16485,(X),(X),1971,221,80.8,6.9,115788,18356,(X),(X),34907,4703,(X),(X),(X),(X),2.6,1.4
8600000US11935,11935,ZCTA5 11935,1526,249,1526,(X),(X),(X),6.0,3.6,1316,139,1316,(X),0,11,0.0,2.3,0,11,0.0,2.3,47,31,3.6,2.3,108,72,8.2,5.3,165,65,12.5,5.1,246,71,18.7,5.7,234,113,17.8,7.8,306,105,23.3,7.3,65,40,4.9,3.1,145,56,11.0,4.4,86125,15826,(X),(X),107378,16570,(X),(X),978,137,74.3,5.5,102535,20531,(X),(X),44642,7091,(X),(X),(X),(X),3.3,2.6
8600000US11937,11937,ZCTA5 11937,8460,646,8460,(X),(X),(X),6.6,2.3,6530,343,6530,(X),317,135,4.9,2.0,188,90,2.9,1.4,413,153,6.3,2.4,380,112,5.8,1.7,575,178,8.8,2.6,1084,288,16.6,4.3,813,203,12.5,3.2,1120,211,17.2,3.0,625,209,9.6,3.2,1015,175,15.5,2.6,84847,8331,(X),(X),136967,11554,(X),(X),4958,354,75.9,3.6,127620,14834,(X),(X),58146,5630,(X),(X),(X),(X),8.2,2.6
