,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
343,8521411923,AH20097,AZ,PAS,04/22/2017,40,VAN,FORD,T,13910,13113,37470,88880088,33.0,33,33,363068,T103,Q,0924A,,NY,F,140,Cabrini Blvd,,0,408,e2,,YYYYYYY,,,WHITE,,0,,0,02,40-Fire Hydrant,,,
344,7628394670,YLC28F,NJ,PAS,09/12/2016,40,4DSD,NISSA,T,8580,6380,6480,88888888,66.0,66,66,359337,T302,R,0522P,,K,F,1370,40th St,,0,408,e2,,YYYYYYY,,,SILVE,,0,,5,24 3,40-Fire Hydrant,,,
345,1420031892,43601MG,NY,COM,05/01/2017,21,VAN,FRUEH,S,59990,10540,10640,20170228,108.0,108,0,627439,QW02,0000,0736A,,Q,F,47-01,QUEENS BLVD,,0,408,D1,,YYYYBYB,0730A,0800A,WHITE,0.0,2015,-,0,,,,,
346,8489530932,JFW6671,PA,PAS,04/18/2017,37,4DSD,PONTI,T,13140,19040,19090,20170188,112.0,112,112,361021,T402,G,0205P,0145P,Q,F,97-30,63rd Rd,,0,408,h1,,Y,0830A,0700P,RED,,0,445-1793,0,01,37-Expired Muni Meter,,,
347,1415902598,HPP349,DE,PAS,10/08/2016,21,SDN,HONDA,S,5280,7480,7580,0,72.0,72,0,921836,KS07,0000,1159A,,K,O,729,3TH AVE,,0,408,D1,,BBBBBYB,1130A,0100P,BLUE,0.0,0,-,0,,,,,
348,8474512311,HLA6246,NY,PAS,12/15/2016,71,4DSD,HONDA,T,10340,0,0,20181114,108.0,108,108,363985,T401,V,0516P,,Q,I,S,46th Rd,160ft E/of 5th St,0,408,j6,,,,,BL,,2005,,0,G 41,71-Insp. Sticker Missing (NYS,,,
349,8479610785,31362MG,NY,COM,01/05/2017,47,DELV,FRUEH,T,34910,10810,10910,88888888,18.0,18,18,363141,T106,O,0225P,,NY,F,315,W 57th St,,0,408,l2,,Y,0700A,0700P,WHITE,,2004,,0,07 6,47-Double PKG-Midtown,,,
350,8509409523,35050JU,NY,COM,02/24/2017,19,PICK,FORD,T,12110,17090,17110,20170831,9.0,9,9,363924,T101,F,1117A,,NY,F,91,Avenue A,,0,408,c3,,YYYYYYY,,,TN,,2005,,0,95,19-No Stand (bus stop),,,
351,8163093262,GZK4605,NY,PAS,01/20/2017,38,4DSD,TOYOT,T,24465,36030,12530,20170703,70.0,70,70,355311,T802,A,0918P,,K,F,2705,Campus Rd,,0,408,h1,,YYYYY,0800A,1000P,GY,,2015,,0,I,38-Failure to Display Muni Rec,,,
352,8275023932,GRR5700,NY,PAS,09/16/2016,20,2DSD,HONDA,T,31990,30790,29290,20180922,1.0,1,1,363983,T101,F,0140P,,NY,F,117,Sullivan St,,0,408,d,,YYYYY,0800A,0500P,BK,,2007,,0,55 1,20A-No Parking (Non-COM),,,
353,1417565895,HEB8184,NY,PAS,02/11/2017,14,SDN,NISSA,P,19990,36590,13510,20180221,32.0,32,32,946744,0032,0000,0715A,,NY,O,140,EDGECOMBE AVE,,0,408,F1,,BBBBBBB,ALL,ALL,GREY,0.0,2014,-,0,,,,,
354,1402409825,869ZR9,MA,999,10/15/2016,53,SUBN,SATUR,P,0,0,0,0,61.0,61,61,953739,0061,0000,0728P,,K,,,S/W C/O E 23 ST,EMMONS AVE,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0.0,0,-,0,,,,,
355,7473540725,GDV9810,NY,PAS,02/11/2017,38,SUBN,ME/BE,T,49190,63290,26850,20180604,105.0,105,105,364834,T402,P,0425P,,Q,F,218-91,Hempstead Ave,,0,408,h1,,Y,0900A,0700P,BL,,2007,,0,O,38-Failure to Display Muni Rec,,,
356,8490111753,GVH9098,NY,PAS,01/25/2017,70,4DSD,NISSA,T,67730,67830,22680,20170113,60.0,60,60,363919,T302,E,0126P,,K,F,3049,Ocean Pky,,0,408,j3,,YYYYYYY,,,WH,,2015,,0,41,70A-Reg. Sticker Expired (NYS),,,
357,4622724601,EJG3090,NY,PAS,08/04/2016,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,1154A,,QN,,,SB BAISLEY BLVD @ 16,0TH ST,0,1180,B,T,,,,BK,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
358,7606849481,T638216C,NY,OMT,05/08/2017,20,4DSD,TOYOT,T,0,0,0,20171031,40.0,40,40,338793,T720,D,0236P,,BX,O,729,Westchester Ave,,0,408,d,,YYYYY,0700A,0600P,RD,,2007,,0,C,20A-No Parking (Non-COM),,,
359,5096958772,165TRX,CT,PAS,06/16/2017,7,4W,MERCU,V,0,0,0,0,,0,0,0,,,0429P,,BX,,,ALLERTON AVE (W/B) @,BARNES AVE,0,1111,D,T,,,,BLU,,2009,,0,,FAILURE TO STOP AT RED LIGHT,,,
360,8323007330,MSINGH,NY,SRF,08/22/2016,37,SUBN,GMC,T,31190,40404,40404,20170327,33.0,33,33,364004,T103,Q,0156P,1254P,NY,F,4036,St Nicholas Ave,,0,408,h1,,Y,0830A,0700P,WH,,2011,105-8290,0,33 7,37-Expired Muni Meter,,,
361,8506024420,XBPZ81,NJ,PAS,04/19/2017,46,DELV,HIN,T,28490,0,0,20170088,1.0,1,1,361901,T105,D,1203P,,NY,I,E,Pearl St,25ft N/of Whitehall,0,408,F1,,YYYYYYY,,,WHITE,,0,,0,057,46B-Double Parking (Com-100Ft),,,
362,7725868070,HCM6889,NY,PAS,10/28/2016,38,SUBN,PORSC,T,5880,9830,9880,20171118,68.0,68,68,353177,T802,B,0945P,,K,F,6521,8th Ave,,0,408,h1,,YYYYYYY,0800A,1000P,BK,,2016,,0,G 31,38-Failure to Display Muni Rec,,,
363,8432517677,71WC47,MA,PAS,11/14/2016,21,SUBN,HONDA,T,11710,36590,36610,20160088,30.0,30,30,356987,T103,I,1125A,,NY,F,1640,Amsterdam Ave,,0,408,d1,,Y  Y,1100A,1230A,BLUE,,0,,0,39 7,21-No Parking (street clean),,,
364,8548102378,HEJ9518,NY,PAS,04/26/2017,38,SUBN,CHRYS,T,6380,8780,8830,20180117,66.0,66,66,362191,T302,P,0542P,,K,F,4417,13th Ave,,0,408,h1,,YYYYY,0800A,0700P,BK,,2016,,0,24,38-Failure to Display Muni Rec,,,
365,8514726985,HKB2413,NY,PAS,05/22/2017,21,4DSD,ME/BE,T,37150,11710,12010,20180927,33.0,33,33,361022,T103,H,1140A,,NY,F,517,W 169th St,,0,408,d1,,Y,1130A,0100P,BK,,2004,,0,20,21-No Parking (street clean),,,
366,1415749504,85795MC,NY,COM,10/29/2016,46,,ISUZU,P,10210,18830,18850,20170228,19.0,19,19,960525,0019,0000,1240P,,NY,F,1672,3RD AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0.0,2013,-,0,,,,,
367,8490855328,HCR1371,NY,PAS,01/17/2017,40,SUBN,HONDA,T,67830,0,0,20171031,60.0,60,60,354144,T802,B,0959P,,K,I,N,Oceanview Ave,50ft W/of West End A,0,408,e2,,YYYYYYY,,,BK,,2016,,0,A,40-Fire Hydrant,,,
368,8300538318,HFR6545,NY,PAS,10/31/2016,71,4DSD,VOLVO,T,52920,52220,24220,20180526,49.0,49,49,358145,T202,O,0950A,,BX,O,1820,Muliner Ave,,0,408,j6,,,,,RD,,2004,,0,H 22,71-Insp. Sticker Missing (NYS,,,
369,8524758790,62122MJ,NY,COM,04/14/2017,40,VAN,CHEVR,T,32820,26730,12550,20181130,44.0,44,44,359331,T201,S,1114A,,BX,F,1315,Findlay Ave,,0,408,e2,,YYYYYYY,,,WH,,2005,,0,F,40-Fire Hydrant,,,
370,8081038309,HGU5174,NY,PAS,07/13/2016,21,4DSD,HONDA,T,20390,29890,31490,20180426,7.0,7,7,345454,T800,A2,0010A,,NY,F,153,Essex St,,0,408,d1,,Y Y Y,1200A,0300A,BK,,2016,,0,E 77,21-No Parking (street clean),,,
371,8516654059,AP169V,NJ,PAS,02/22/2017,18,DELV,INTER,T,10010,18490,18510,88880088,19.0,19,19,356214,T103,CC,0857A,,NY,F,1456,1st Ave,,0,408,f4,,YYYYY,0700A,1000A,OTHER,,0,,0,CC1,18-No Stand (bus lane),,,
372,8481256500,21530JX,NY,COM,01/30/2017,69,VAN,FORD,T,34330,10810,13113,20170531,10.0,10,10,364923,T102,N,0238P,,NY,O,315,W 28th St,,0,408,h1,,YYYYY,0600A,0700P,WH,,2007,,0,27,69-Failure to Disp Muni Recpt,,,
373,8170085561,ENM3708,NY,PAS,02/10/2017,14,SUBN,FORD,T,9980,5280,5430,20170224,68.0,68,68,357713,T302,O,1246P,,K,F,301,68th St,,0,408,c,,YYYYYYY,0700A,0400P,BK,,2001,,0,32,14-No Standing,,,
374,8530522310,T640396C,NY,OMT,05/27/2017,19,4DSD,TOYOT,T,68020,26640,26640,20180131,42.0,42,42,352973,T801,B,0749P,,BX,F,3387,3rd Ave,,0,408,c3,,YYYYYYY,,,GY,,2008,,0,A,19-No Stand (bus stop),,,
375,8286541110,85846MD,NY,COM,10/25/2016,14,VAN,FRUEH,T,34790,10610,13610,88888888,18.0,18,18,363931,T506,F,0539P,,NY,F,200,W 51st St,,0,408,c,,YYYYYYY,,,BROWN,,2014,,0,08 6,14-No Standing,,,
376,7959802142,HAE6612,NY,PAS,11/22/2016,71,4DSD,HONDA,T,53300,51175,53285,20170903,120.0,120,120,348538,T303,A,0920A,,R,F,82,Virginia Ave,,0,408,j6,,YYYYYYY,,,GR,,1997,,0,01-A,71A-Insp Sticker Expired (NYS),,,
377,8008621527,HFP7192,NY,PAS,10/25/2016,46,VAN,CHEVR,T,41330,18530,43030,20180426,90.0,90,90,361813,T301,S,0220P,,K,F,818,Flushing Ave,,0,408,f1,,,,,BL,,0,,0,15 3,46A-Double Parking (Non-COM),,,
378,8484882226,S25DSK,NJ,PAS,06/08/2017,14,PICK,FORD,T,17890,10410,25390,88880088,18.0,18,18,346409,T106,A,0710A,,NY,O,6,E 45th St,,0,408,c,,YYYYY,0700A,0600P,BLACK,,0,,0,A,14-No Standing,,,
379,8254043190,HMF6591,NY,PAS,12/14/2016,21,4DSD,HONDA,T,11240,0,0,20170110,110.0,110,110,358620,T401,Q,1239P,,Q,I,E,54th Ave,10ft S/of Queens Blv,0,408,d1,,Y,1130A,0100P,GREY,,2017,,0,51-A,21-No Parking (street clean),,,
380,8270065079,L727629,NJ,PAS,08/31/2016,21,SUBN,HONDA,T,80530,5430,5580,88888888,78.0,78,78,352979,T302,Q,1109A,,K,O,122,St Marks Pl,,0,408,d1,,Y,1100A,1230A,OTHER,,0,,0,C1 3,21-No Parking (street clean),,,
381,5094658001,GCF1897,NY,PAS,12/10/2016,7,4DSD,HONDA,V,0,13610,0,0,,0,0,0,,,0118P,,QN,,,QUEENS BLVD (W/B) @,BROADWAY,0,1111,D,T,,,,GY,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
382,8551204051,GNN9248,NY,PAS,05/04/2017,21,SUBN,NISSA,T,77930,40930,18630,20180508,70.0,70,70,354029,T302,J,1244P,,K,O,26,Snyder Ave,,0,408,d1,,Y  Y,1130A,0100P,GY,,2001,,0,R,21-No Parking (street clean),,,
383,5095799807,VES2440,VA,PAS,03/29/2017,7,VAN,HONDA,V,0,0,0,0,,0,0,0,,,0717A,,QN,,,HILLSIDE AVE (W/B) @,188TH ST,0,1111,D,T,,,,GRY,,0,,0,,FAILURE TO STOP AT RED LIGHT,,,
384,4625674141,BGR3063,NY,PAS,10/24/2016,36,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,1213P,,QN,,,EB UNION TRPK @ CROS,S ISLAND PKWY,0,1180,B,T,,,,BR,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
385,4631263763,92814,NY,MED,03/03/2017,36,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,1142A,,BK,,,SB OCEAN PKWY @ KING,S HWY,0,1180,B,T,,,,BK,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
386,7000296318,D49HND,NJ,PAS,03/22/2017,37,SUBN,TOYOT,T,8140,0,0,88888888,114.0,114,114,355088,T401,J,0122P,1259P,Q,I,W,31st St,75ft S/of Astoria Bl,20170322,408,h1,,Y,0900A,0700P,BLACK,,0,423-3123,0,48-P,37-Expired Muni Meter,,,
387,7924516268,34555MD,NY,COM,11/09/2016,47,REFG,ISUZU,T,25390,17590,17610,20170430,13.0,13,13,346181,T501,A,1117A,,NY,F,120,Madison Ave,,0,408,l2,,Y,0700A,0700P,ORANG,,2013,,0,01 6,47-Double PKG-Midtown,,,
388,8513268173,HAT7232,NY,PAS,05/27/2017,38,SUBN,HYUND,T,35170,15710,13610,20170823,20.0,20,20,363953,T103,J,0942A,,NY,O,155,W 70th St,,0,408,h1,,Y,0900A,0700P,BK,,2013,,0,C,38-Failure to Display Muni Rec,,,
389,8503265503,23800TC,NY,TRC,03/28/2017,14,TRAC,KENWO,T,33390,12510,13210,20170531,6.0,6,6,362533,T105,M,1006A,,NY,O,744,Washington St,,0,408,c,,YYYYYYY,,,RED,,2001,,0,J,14-No Standing,,,
390,8475489709,HFM9768,NY,PAS,04/05/2017,37,SUBN,TOYOT,T,0,40404,40404,20180331,109.0,109,109,353991,T401,U,1212P,1206P,Q,I,,Flushing Lot #2,,0,408,h1,,Y,0800A,1000P,GY,,2016,481-3001,0,50-A,37-Expired Muni Meter,,,
391,8537807813,HNF6718,NY,PAS,04/21/2017,14,SUBN,CHEVR,T,61830,0,0,20190331,84.0,84,84,355074,T301,A,0349P,,K,I,S,Montague St,7ft W/of Court St,0,408,c,,YYYYYYY,,,GY,,2017,,0,01,14-No Standing,,,
392,1412956201,GNR5598,NY,PAS,07/20/2016,21,SDN,BMW,S,17330,40404,40404,20180311,69.0,69,0,980319,KS18,0000,1114A,,K,F,103,22 AVE,,0,408,D1,,BBYBBBB,1100A,1230P,GRAY,0.0,2013,-,0,,,,,
393,4624182546,FHD2704,NY,PAS,09/27/2016,36,4DSD,NISSA,V,0,40404,40404,0,,0,0,0,,,0234P,,BK,,,SB KNAPP ST @ AVE V,,0,1180,B,T,,,,GY,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
394,4626772705,HAM6678,NY,PAS,11/14/2016,36,4DSD,KIA,V,0,0,0,0,,0,0,0,,,0200P,,BX,,,NB SOUTHERN BLVD @ E,187TH ST,0,1180,B,T,,,,GY,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
395,7959796476,GPY8489,NY,PAS,10/06/2016,71,SUBN,ROVER,T,20815,35270,38470,20180520,122.0,122,122,362605,T303,X,0303P,,R,F,358,Buel Ave,,0,408,j6,,YYYYYYY,,,BK,,2006,,0,06-P,71A-Insp Sticker Expired (NYS),,,
396,8543005826,GXG5042,NY,PAS,05/23/2017,38,SUBN,HONDA,T,35580,0,0,20190514,70.0,70,70,361284,T302,N,1213P,,K,I,N,E 17th St,40ft E/of Avenue P,0,408,h1,,Y,0830A,0700P,BL,,2011,,0,04,38-Failure to Display Muni Rec,,,
397,8519703094,26684MA,NY,COM,02/23/2017,37,VAN,FRUEH,T,10010,18630,18650,20181031,19.0,19,19,362564,T103,R,0132P,0125P,NY,F,1588,1st Ave,,20170223,408,h1,,Y,0900A,0700P,WH,,2010,126-4899,0,10,37-Expired Muni Meter,,,
398,7970393330,HAT6686,NY,PAS,08/17/2016,21,4DSD,BMW,T,57320,28140,28170,20170824,47.0,47,47,358648,T202,N,0950A,,BX,F,3729,Paulding Ave,,0,408,d1,,Y,0930A,1100A,BL,,2009,,0,G 22,21-No Parking (street clean),,,
399,4630066822,FTV8624,NY,PAS,01/24/2017,36,4DSD,JAGUA,V,0,0,0,0,,0,0,0,,,1016A,,ST,,,NB TARGEE ST. DEKALB,ST- CLIFFSIDE AV,0,1180,B,T,,,,BK,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
400,8077552250,AS299T,NJ,PAS,10/14/2016,69,DELV,INTER,T,10110,18820,18830,88888888,19.0,19,19,354164,T103,H,1101A,,NY,O,1774,2nd Ave,,0,408,h1,,YYYYY,1000A,0200P,WHITE,,0,,0,35 7,69-Failure to Disp Muni Recpt,,,
401,1416119292,TRW42B,NJ,PAS,10/09/2016,46,TLR,UTILI,P,34910,10810,10910,0,18.0,18,18,958699,0018,0000,1046P,,NY,F,315,W 57 STREET,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0.0,0,-,0,,,,,
402,8506603031,2383103,IN,PAS,02/01/2017,53,TRAC,VOLVO,T,30620,11510,24990,88880088,1.0,1,1,330198,T101,M,1132A,,NY,F,325,South End Ave,,0,408,f6,,YYYYYYY,,,WHITE,,0,,0,G,53-Safety Zone,,,
403,7216384532,T712744C,NY,OMT,03/07/2017,38,SUBN,HONDA,T,67030,48230,93830,20170930,71.0,71,71,364896,T302,I,1241P,,K,F,1217,Nostrand Ave,,0,408,h1,,YYYYY,1000A,0400P,BK,,2011,,0,16,38-Failure to Display Muni Rec,,,
404,8556051480,M322307,NJ,PAS,04/26/2017,21,PICK,CHEVR,T,7790,8540,8640,88880088,114.0,114,114,355558,T401,M,0737A,,Q,F,34-18,30th Ave,,0,408,d1,,Y,0730A,0800A,WHITE,,0,,0,H,21-No Parking (street clean),,,
405,8300067954,HBX2351,NY,PAS,12/07/2016,20,SUBN,ME/BE,T,31330,14380,73030,20171221,61.0,61,61,333042,T302,M,0117P,,K,O,1619,Dahill Rd,,0,408,d,,YYYYY,0700A,0400P,BK,,2005,,0,19 3,20A-No Parking (Non-COM),,,
406,5096723768,EDN2797,NY,PAS,06/02/2017,7,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0324P,,QN,,,WOODHAVEN BLVD (N/B),@ YELLOWSTONE BLVD,0,1111,D,T,,,,GY,,2008,,0,,FAILURE TO STOP AT RED LIGHT,,,
407,8519503676,FCX7311,NY,PAS,03/20/2017,14,SUBN,HONDA,T,15710,35350,35370,20180707,20.0,20,20,364888,T103,I,1215P,,NY,F,410,Columbus Ave,,0,408,c,,YYYYY,1000A,0400P,WH,,2007,,0,36,14-No Standing,,,
408,8475485066,GYR5020,NY,PAS,03/23/2017,21,SUBN,LEXUS,T,61390,54580,52390,20170616,109.0,109,109,341921,T401,L,0736A,,Q,F,136-05,Sanford Ave,,0,408,d1,,Y,0730A,0800A,GY,,2016,,0,Y,21-No Parking (street clean),,,
409,5092833786,HCS9434,NY,PAS,08/03/2016,7,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0609A,,BX,,,GRAND CONCOURSE (N/B,) @ E 162ND ST,0,1111,D,T,,,,WH,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
410,7007488663,VFP7291,VA,PAS,03/02/2017,53,4DSD,ME/BE,T,5790,8590,8690,20170388,114.0,114,114,357763,T401,D,1102A,,Q,F,35-03,12th St,,0,408,f6,,,,,SILVE,,0,,0,25,53-Safety Zone,,,
411,8514752339,85562ME,NY,COM,03/28/2017,38,VAN,CHEVR,T,25390,18810,18820,20170430,19.0,19,19,356191,T103,X,0829A,,NY,F,1289,Madison Ave,,0,408,h1,,Y,0800A,0700P,WH,,2015,,0,01,38-Failure to Display Muni Rec,,,
412,8523502270,41990JX,NY,COM,03/03/2017,48,VAN,FORD,T,29620,22320,20220,20171130,48.0,48,48,361387,T201,A,0941A,,BX,F,708,E Tremont Ave,,0,408,e9,,YYYYYYY,,,WH,,2008,,0,07,48-Bike Lane,,,
413,8236558708,FLC9623,NY,PAS,01/23/2017,21,SUBN,DODGE,T,51090,21590,21640,20170623,102.0,102,102,355250,T402,A,0910A,,Q,O,124-15,Jamaica Ave,,0,408,d1,,Y,0900A,0930A,RD/,,1998,,0,35,21-No Parking (street clean),,,
414,4624017663,GFM1718,NY,PAS,09/26/2016,36,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0817A,,BK,,,EB SEAVIEW AVE @ E 1,00TH ST,0,1180,B,T,,,,GY,,2003,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
415,7491184224,GAM6902,NY,PAS,04/07/2017,71,SUBN,FORD,T,26435,18440,18540,20180911,105.0,105,105,355205,T402,Y,1006A,,Q,F,92-20,212th Pl,,0,408,j6,,YYYYYYY,,,WHITE,,2016,,0,20,71A-Insp Sticker Expired (NYS),,,
416,1420029915,53468JZ,99,COM,04/27/2017,21,VAN,CHEVR,S,10690,14690,14840,20170531,108.0,108,0,598546,QW02,0000,1255A,,Q,F,69-19,49 AV,,0,408,D1,,YBBYBBB,1208A,0300A,WHITE,0.0,2006,-,0,,,,,
417,1420730010,GFW3620,NY,PAS,06/10/2017,98,SUBN,CHEVR,P,19090,7990,8190,20170618,115.0,115,115,962674,0115,0000,0627A,,Q,F,31-44,98 ST,,0,408,K6,,BBBBBBB,ALL,ALL,BLACK,0.0,2008,-,0,,,,,
418,4634899851,HNB6369,NY,PAS,06/09/2017,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0850A,,BK,,,WB ATLANTIC AVE @ SH,EPHERD AVE,0,1180,B,T,,,,BK,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
419,8555462198,HKT4222,NY,PAS,06/12/2017,14,SUBN,TOYOT,T,20490,0,0,20181116,110.0,110,110,341274,T401,L,0601A,,Q,I,E,111th St,2ft S/of 49th Ave,0,408,c,,YYYYYYY,,,GR,,2003,,0,K,14-No Standing,,,
420,8354508808,21239MG,NY,COM,09/09/2016,84,DELV,MI/F,T,34750,0,0,20170205,18.0,18,18,362222,T106,GP,0902A,,NY,I,S,W 49th St,30ft W/of 5th Ave,0,408,k7,,,,,WH,,2005,,0,09 6,84-Platform lifts in low posit,,,
421,8010068883,AT560J,NJ,PAS,01/25/2017,38,DELV,FRUEH,T,50750,12620,50020,20170088,43.0,43,43,364862,T201,K,0104P,,BX,F,1332,Metropolitan Ave,,0,408,h1,,Y,0830A,0700P,OTHER,,0,,0,14,38-Failure to Display Muni Rec,,,
422,8327051209,ATE9889,NY,PAS,12/20/2016,21,4DSD,ME/BE,T,93930,44930,51530,20180625,90.0,90,90,362231,T301,O,1206P,,K,F,182,Withers St,,0,408,d1,,Y,1130A,0100P,GY,,2015,,0,M 31,21-No Parking (street clean),,,
423,4633425286,HNF4110,NY,PAS,05/01/2017,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0238P,,BK,,,NB OCEAN PKWY @ BEVE,RLEY RD,0,1180,B,T,,,,WH,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
424,8239540910,EWM9132,NY,PAS,11/11/2016,38,4DSD,HYUND,T,18140,0,0,20171209,103.0,103,103,361810,T402,B,1137A,,Q,I,N,90th Ave,35ft W/of 148th St,0,408,h1,,Y,0830A,0700P,WH,,2008,,0,17 4,38-Failure to Display Muni Rec,,,
425,8206527321,HCD4100,NY,PAS,11/01/2016,71,SUBN,CHEVR,T,8540,37290,8440,20171007,114.0,114,114,363928,T401,C,0852A,,Q,O,32-32,34th St,,0,408,j6,,YYYYYYY,,,GREY,,2016,,0,26 4,71A-Insp Sticker Expired (NYS),,,
426,8506469132,W43GFH,NJ,PAS,04/05/2017,38,4DSD,BMW,T,25020,10910,33390,88880088,6.0,6,6,363969,T105,D,0908P,,NY,F,17,Little West 12th St,,0,408,h1,,YYYYY,0400P,1100P,BLACK,,0,,0,002,38-Failure to Display Muni Rec,,,
427,7043255211,HJC9828,NY,PAS,03/10/2017,20,4DSD,HYUND,T,95030,60530,65830,20180905,90.0,90,90,345189,T730,B,0734A,,K,F,241,Wythe Ave,,0,408,d,,YYYYY,0700A,0600P,GY,,2005,,0,09,20A-No Parking (Non-COM),,,
428,4633215978,ESK4137,NY,PAS,05/01/2017,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0312P,,BK,,,WB LINDEN BLVD @ SCH,ENCK AVE,0,1180,B,T,,,,GY,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
429,8550958402,HHU8104,NY,PAS,05/24/2017,38,SUBN,DODGE,T,8580,6380,6480,20180619,66.0,66,66,359320,T302,N,1105A,,K,F,1308,40th St,,0,408,h1,,YYYYY,0900A,0700P,GY,,2016,,0,47,38-Failure to Display Muni Rec,,,
430,8532821650,T696481C,NY,OMT,06/20/2017,21,4DSD,TOYOT,T,26030,18830,83730,20170630,75.0,75,75,350428,T301,M,0914A,,K,F,549,Chestnut St,,0,408,d1,,Y  Y,0800A,0930A,BK,,2017,,0,W,21-No Parking (street clean),,,
431,4627826096,HFF4505,NY,PAS,12/05/2016,36,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,1159A,,BK,,,WB ATLANTIC AVE @ SH,EPHERD AVE,0,1180,B,T,,,,WH,,0,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
432,8507056830,20654ME,NY,COM,03/02/2017,38,VAN,CHEVR,T,21740,10610,12510,20180630,6.0,6,6,362543,T101,A,1013A,,NY,F,75,Greenwich Ave,,0,408,h1,,Y,0800A,0700P,WH,,2014,,0,08,38-Failure to Display Muni Rec,,,
433,1416903379,CRM6911,NY,PAS,12/16/2016,14,SDN,HYUND,P,12210,17050,17070,20171119,9.0,9,9,953464,0009,0000,1210A,,NY,F,41,AVENUE B,,0,408,K6,,BBBBYYY,1200A,0600A,GY,0.0,2010,-,0,,,,,
434,7807869367,HEE4014,NY,PAS,11/22/2016,21,SUBN,JEEP,T,15420,0,0,20180203,6.0,6,6,362533,T105,M,1129A,,NY,I,S,Clarkson St,70ft W/of Greenwich,0,408,d1,,Y  Y,1100A,1230A,GY,,2014,,0,L 99,21-No Parking (street clean),,,
435,4630601934,HHU7705,NY,PAS,02/06/2017,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,1223P,,BK,,,SB BOERUM PL @ SCHER,MERHORN ST,0,1180,B,T,,,,BK,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
436,7453993295,89661JV,NY,COM,08/06/2016,38,VAN,GMC,T,14810,35780,20190,88888888,112.0,112,112,361843,T402,G,0101P,,Q,F,107-40,70th Rd,,0,408,h1,,Y,0900A,0700P,WHITE,,2006,,0,08 4,38-Failure to Display Muni Rec,,,
437,7150327266,HWE6388,PA,PAS,08/05/2016,14,SUBN,SUBAR,T,34650,0,0,20170688,18.0,18,18,346143,T108,E,0645A,,NY,I,N,W 44th St,30ft W/of 11th Ave,0,408,c,,YYYYYYY,0600P,1000A,WHITE,,0,,0,02 8,14-No Standing,,,
438,4630990185,NYRR,NY,RGL,02/17/2017,36,4DSD,VOLVO,V,0,0,0,0,,0,0,0,,,0838A,,BX,,,WB E 135TH ST @ ALEX,ANDER AVE,0,1180,B,T,,,,WH,,1997,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
439,4631977218,GPH8659,NY,PAS,03/21/2017,36,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,0819A,,QN,,,SB SPRNGFLD BV. 91 R,D - 94 AV,0,1180,B,T,,,,BL,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
